,dividends,original_filing_date,period_end_date,period_end_price,shares_eop,assets_to_equity,assets_to_equity_median,book_value,book_value_per_share,cash_and_equiv_growth,cf_cfo_cagr_10,debt_to_equity,debt_to_equity_median,deposits_cagr_10,deposits_growth,dividends_per_share_cagr_10,dividends_per_share_growth,earning_assets,earning_assets_cagr_10,earning_assets_growth,earning_assets_to_equity,earning_assets_to_equity_median,ebitda,ebitda_growth,ebitda_margin,ebitda_per_share,enterprise_value,enterprise_value_to_book,enterprise_value_to_earnings,enterprise_value_to_fcf,enterprise_value_to_sales,enterprise_value_to_tangible_book,eps_diluted_cagr_10,eps_diluted_growth,equity_to_assets,equity_to_assets_median,fcf,fcf_cagr_10,fcf_growth,fcf_margin,fcf_per_share,income_tax_rate,loan_loss_reserve_to_loans,loan_loss_reserve_to_loans_median,loans_gross_cagr_10,loans_gross_growth,loans_net_growth,loans_to_deposits,loans_to_deposits_median,market_cap,net_debt,net_income_growth,net_income_margin,net_interest_income_cagr_10,net_interest_income_growth,net_interest_margin,nim_median,payout_ratio,peg_ratio,pretax_income_growth,pretax_income_per_share,pretax_margin,pretax_margin_median,price_to_book,price_to_earnings,price_to_fcf,price_to_sales,price_to_tangible_book,revenue_cagr_10,revenue_growth,revenue_per_share,roa,roa_median,roce,roe,roe_median,roic,roic_5yr_avg,roic_legacy,roic_median,shares_diluted_growth,shares_eop_change,shares_eop_growth,tangible_book_per_share,tangible_book_value,total_assets_cagr_10,total_assets_growth,total_equity_cagr_10,total_equity_growth,fiscal_quarter_key,fiscal_quarter_number
74,0.9,2020-11-02,2020-09,96.27,3048203000,11.9731,10.4101,241050000000,78.1919,0.8999,0.0,1.1846,1.3157,0.0301,0.3121,0.0485,0.0,2327594000000,0.0228,0.1917,8.5853,7.3354,13910000000,0.0265,0.477,4.5121,85103502810,0.353,3.3354,2.7494,0.7144,0.4491,0.021,0.0895,0.0835,0.096,-14688000000,0.0,-1.9171,-0.5037,-4.7644,0.1976,0.0311,0.0139,0.0057,0.0471,0.0289,0.4945,0.6331,293450502810,-166355000000,0.0399,0.3238,-0.0022,-0.0853,0.0236,0.0289,0.3082,5.4536,0.0319,3.8176,0.4036,0.3833,1.2173,11.501,9.4805,2.4636,1.5489,0.0043,-0.0045,9.4582,0.0079,0.0118,0.0122,0.0952,0.1206,0.0417,0.069718844518377,0.2121,0.0517,-0.0387,599000.0,0.0001,61.4558,189456000000,0.022,0.1741,0.0056,0.0255,FY2020.FQ3,3
75,0.9,2021-02-23,2020-12,127.07,3049434000,12.1163,10.4963,249291000000,80.7995,1.0013,0.0,1.1701,1.3157,0.0397,0.3723,0.0485,0.0,2470715000000,0.0282,0.2953,8.8443,7.3624,17303000000,0.3284,0.5889,5.6082,141567578380,0.5678,4.8596,-1.7715,1.1808,0.7227,0.0516,0.4747,0.0825,0.0952,-28052000000,0.0,-1.3387,-0.9548,-9.0921,0.2003,0.0279,0.014,0.0065,0.0152,0.0,0.4723,0.6237,387491578380,-200716000000,0.4244,0.4131,-0.0016,-0.064,0.0227,0.0289,0.2374,2.5742,0.394,4.9188,0.5165,0.3875,1.5543,13.3016,-4.849,3.2322,1.9783,0.0057,0.0269,9.5216,0.0087,0.0118,0.0134,0.1058,0.1206,0.0486,0.069718844518377,0.3176,0.0517,-0.0197,1231000.0,0.0004,63.4826,195863000000,0.0271,0.2595,0.0081,0.0689,FY2020.FQ4,4
76,0.9,2021-05-04,2021-03,152.23,3027128000,13.1426,11.2536,249151000000,80.922,0.9347,0.0,1.1912,1.3157,0.0455,0.2407,0.0118,0.0,2682265000000,0.0351,0.1964,9.5551,7.9844,19767000000,2.6558,0.6129,6.4201,29174695440,0.117,0.7191,-7.8999,0.2355,0.1499,0.0675,4.7692,0.076,0.0892,-43872000000,0.0,0.6346,-1.3603,-14.2492,0.1919,0.0227,0.0184,0.0058,-0.004,-0.0038,0.4439,0.5863,460819695440,-376667000000,3.9912,0.4434,-0.0075,-0.1073,0.0205,0.0284,0.2,1.6809,4.513,5.7478,0.5487,0.3875,1.8495,11.3597,-124.7819,3.7206,2.3684,0.0169,0.1405,10.4745,0.0114,0.0118,0.0178,0.1448,0.1267,0.0664,0.069718844518377,-4.6856,0.0538,-0.007,-22306000.0,-0.0073,63.1923,194563000000,0.035,0.1751,0.0081,0.0744,FY2021.FQ1,1
77,0.9,2021-08-02,2021-06,155.54,2988155000,12.8646,11.9947,253548000000,83.3518,0.4287,0.2202,1.2286,1.2892,0.0459,0.1937,0.0118,0.0,2694854000000,0.0383,0.1368,9.4098,8.5829,17100000000,1.1897,0.5609,5.6214,59282628700,0.2338,1.2395,-0.8111,0.4888,0.298,0.0667,1.7391,0.0777,0.0833,13530000000,0.2202,-0.8368,0.4438,4.4478,0.2085,0.0187,0.0207,0.0055,0.0638,0.0792,0.4515,0.5298,464777628700,-353557000000,1.5491,0.3919,-0.0118,-0.0802,0.0193,0.026,0.238,1.4547,1.6673,4.963,0.4952,0.3919,1.833,9.7178,-6.3596,3.8325,2.3368,0.0165,-0.0781,10.022,0.0129,0.0118,0.0204,0.1686,0.1293,0.0763,0.069718844518377,-0.5863,0.0545,-0.0126,-38973000.0,-0.0128,65.3844,198893000000,0.0345,0.1466,0.011,0.0828,FY2021.FQ2,2
78,1.0,2021-11-02,2021-09,163.69,2955266000,12.9553,12.0663,255203000000,84.9232,0.5586,0.0,1.2027,1.2503,0.0486,0.2003,0.0225,0.1111,2797849000000,0.0391,0.202,9.6463,8.7148,16039000000,0.153,0.5407,5.3372,22343491540,0.0875,0.4462,-0.6372,0.1834,0.1124,0.035,0.2808,0.0771,0.0828,23331000000,0.0,2.5884,0.7865,7.7638,0.1717,0.0173,0.0207,0.0088,0.0554,0.0704,0.4348,0.5006,483747491540,-411011000000,0.2376,0.394,-0.0099,0.0051,0.0189,0.024,0.2673,2.7561,0.1989,4.6956,0.4757,0.399,1.8955,9.6612,-13.7965,3.9725,2.4353,0.0018,0.0172,9.8702,0.0134,0.012,0.0207,0.1737,0.1318,0.0784,0.069718844518377,-0.5322,0.0564,-0.0252,-32889000.0,-0.011,66.0999,198637000000,0.0321,0.1575,0.011,0.0698,FY2021.FQ3,3
79,1.0,2022-02-22,2021-12,158.35,2944149000,12.7277,12.1329,259289000000,86.9717,0.4041,0.0,1.2055,1.2171,0.0491,0.1483,0.0225,0.0,2803377000000,0.0389,0.1346,9.5311,8.9038,14588000000,-0.1569,0.498,4.8931,26376994150,0.1017,0.5457,0.3378,0.2167,0.1301,0.0167,-0.1213,0.0785,0.0824,85095000000,0.0,4.0334,2.9054,28.5429,0.1783,0.0152,0.0207,0.0119,0.064,0.078,0.4376,0.4834,466205994150,-386235000000,-0.1431,0.355,-0.0056,0.0258,0.0186,0.0231,0.3003,5.7542,-0.1659,4.2454,0.4321,0.4178,1.798,9.6455,5.9705,3.8312,2.3011,0.0018,-0.003,9.8239,0.0128,0.0121,0.0193,0.1654,0.1356,0.075,0.069718844518377,-0.4536,0.0589,-0.0337,-11117000.0,-0.0037,67.9562,202598000000,0.0321,0.106,0.0111,0.0528,FY2021.FQ4,4
80,1.0,2022-05-03,2022-03,136.32,2937050000,13.8324,12.4385,253061000000,84.8913,0.0611,0.0,1.227,1.2163,0.0531,0.1242,0.0105,0.0,2877928000000,0.0395,0.0729,10.0662,9.1865,11883000000,-0.3988,0.3868,3.9862,-60914344000,-0.2407,-1.4395,-0.761,-0.5069,-0.313,-0.0018,-0.4155,0.0722,0.0804,-41917000000,0.0,0.0445,-1.3645,-14.0613,0.1769,0.016,0.0207,0.0127,0.0612,0.0685,0.419,0.4619,400378656000,-403707000000,-0.4208,0.2696,-0.0025,0.0762,0.0187,0.0216,0.3802,-50.2871,-0.4313,3.3757,0.3275,0.4178,1.5821,9.4616,5.0022,3.3322,2.0576,0.0047,-0.0475,10.3045,0.0109,0.0112,0.0164,0.1459,0.1417,0.0658,0.069718844518377,-0.4031,0.0631,-0.0317,-7099000.0,-0.0024,65.272,194576000000,0.0364,0.0719,0.0078,0.0184,FY2022.FQ1,1
81,1.0,2022-08-03,2022-06,112.61,2932572000,13.4244,12.7961,253305000000,85.3942,-0.0512,-0.0224,1.2114,1.2084,0.0469,0.0721,0.0105,0.0,2789478000000,0.0387,0.0351,9.7485,9.4705,12654000000,-0.26,0.412,4.2659,-50811067080,-0.2005,-1.3022,-0.3834,-0.4221,-0.2619,0.0071,-0.2698,0.0744,0.0781,66018000000,-0.0224,3.8793,2.1497,22.256,0.2039,0.016,0.0207,0.0101,0.0607,0.0635,0.4467,0.4491,330236932920,-322626000000,-0.2761,0.2816,0.0065,0.1873,0.0196,0.0201,0.3623,11.8244,-0.2803,3.6628,0.3538,0.4178,1.3037,8.4639,2.4918,2.7433,1.7027,0.0071,0.0073,10.3526,0.01,0.0106,0.0151,0.1364,0.1406,0.0614,0.069718844518377,-0.5057,0.0636,-0.0248,-4478000.0,-0.0015,65.3828,193945000000,0.0363,0.0426,0.0091,-0.0008,FY2022.FQ2,2
82,1.0,2022-11-03,2022-09,104.5,2933200000,13.1029,12.9099,255180000000,86.0524,-0.1522,0.0,1.1642,1.2041,0.0275,0.0026,0.0105,0.0,2765239000000,0.0212,-0.0116,9.6009,9.5431,13772000000,-0.1413,0.4211,4.6442,-50194600000,-0.1967,-1.3541,-0.5516,-0.4067,-0.2582,0.1486,-0.1657,0.0763,0.0774,-18204000000,0.0,-1.7802,-0.5566,-6.1388,0.1886,0.0163,0.018,0.0091,0.0651,0.0662,0.4619,0.4491,306519400000,-308848000000,-0.1668,0.2977,0.0195,0.3392,0.0216,0.0201,0.3205,0.5561,-0.1495,4.047,0.3669,0.4178,1.2011,8.2693,3.3686,2.4836,1.5769,0.0146,0.1025,11.0278,0.0097,0.0105,0.0148,0.1291,0.1406,0.059,0.069718844518377,-1.2934,0.0636,-0.0132,628000.0,0.0002,65.5473,194374000000,0.0185,0.0043,0.0097,-0.0069,FY2022.FQ3,3
83,1.0,2023-02-21,2022-12,134.1,2934258000,12.5396,12.9099,264928000000,89.2825,-0.2343,0.0201,1.1626,1.197,0.0194,-0.0495,0.0105,0.0,2684997000000,0.0125,-0.0422,9.1847,9.5431,14908000000,0.0219,0.4437,5.024,122114997800,0.4609,3.2411,1.1399,0.956,0.5984,0.0997,0.072,0.0797,0.0774,101222000000,0.0201,0.1895,3.0127,34.1124,0.1683,0.0173,0.0173,0.015,0.0537,0.0514,0.4852,0.4491,393483997800,-227342000000,0.0585,0.3276,0.0383,0.4845,0.0244,0.0201,0.2801,1.0474,0.0458,4.4609,0.3939,0.4178,1.4852,10.4438,3.6733,3.0806,1.9281,0.0015,0.1471,11.3227,0.0101,0.0105,0.0153,0.1298,0.1406,0.06,0.069718844518377,1.7063,0.0636,-0.0046,1058000.0,0.0003,68.7726,204069000000,0.0132,-0.0207,0.01,-0.0061,FY2022.FQ4,4
84,1.0,2023-05-03,2023-03,130.31,2922289000,12.354,12.9099,275678000000,92.7365,-0.2763,0.0,1.1143,1.197,0.0173,-0.0718,0.0105,0.0,2728078000000,0.016,-0.052,9.0011,9.5431,17616000000,0.4824,0.4593,5.9259,130292479590,0.4726,3.101,3.4473,0.9625,0.61,0.0345,0.5589,0.0809,0.0774,-111241000000,0.0,-1.6538,-2.9008,-37.4208,0.2094,0.0177,0.0173,0.0132,0.0518,0.0499,0.4748,0.4491,380803479590,-208270000000,0.524,0.3291,0.0475,0.493,0.0271,0.0201,0.2439,2.6253,0.5867,5.3712,0.4163,0.4242,1.3813,9.0632,10.0754,2.8133,1.7828,0.0277,0.2483,12.9,0.0113,0.0111,0.0173,0.1411,0.1429,0.066,0.069718844518377,0.5258,0.0659,-0.0027,-11969000.0,-0.004,71.8498,213588000000,0.0143,-0.0531,0.0112,0.0601,FY2023.FQ1,1
85,1.0,2023-08-03,2023-06,145.44,2906085000,12.3777,12.9099,285112000000,96.7038,-0.2601,0.0,1.2962,1.2041,0.0112,-0.0293,0.0105,0.0,2888902000000,0.0157,0.0356,9.244,9.5431,18093000000,0.4298,0.4689,6.1367,277173002400,0.9721,5.7938,-29.6188,1.9351,1.2548,0.0228,0.721,0.0807,0.0774,18865000000,0.0,-0.7142,0.4889,6.3986,0.177,0.0169,0.0171,0.0252,0.1774,0.1764,0.5419,0.4491,422661002400,-90023000000,0.6732,0.375,0.0508,0.4396,0.0285,0.0201,0.2105,3.8691,0.6185,5.9647,0.4558,0.4242,1.4824,8.835,-45.1657,2.9509,1.9135,0.0276,0.2563,13.0861,0.0125,0.0114,0.0191,0.1554,0.1453,0.0704,0.069718844518377,0.3015,0.0662,-0.006,-16204000.0,-0.0055,74.9157,220874000000,0.0134,0.007,0.0112,0.0921,FY2023.FQ2,2
86,1.05,2023-11-01,2023-09,145.02,2891008000,12.2832,12.7961,289967000000,98.8939,-0.2061,0.0,1.2863,1.2084,0.0043,-0.012,0.0155,0.05,2863503000000,0.0065,0.0355,9.0225,9.4705,18752000000,0.3616,0.4716,6.3954,270677980160,0.9334,5.2812,5.0158,1.801,1.2027,-0.0038,0.3878,0.0814,0.0781,45119000000,0.0,3.4785,1.1347,15.3879,0.214,0.0167,0.0168,0.0262,0.1774,0.1769,0.5505,0.4567,419253980160,-103106000000,0.3506,0.3307,0.0583,0.2972,0.0296,0.0206,0.2424,-21.2824,0.3943,5.7068,0.4208,0.4186,1.4458,8.18,7.7689,2.7896,1.8628,0.0211,0.2158,13.5605,0.0131,0.0119,0.0204,0.1627,0.1506,0.071,0.069718844518377,0.2346,0.0682,-0.0112,-15077000.0,-0.0051,76.7562,225057000000,0.0055,0.0329,0.0123,0.1019,FY2023.FQ3,3
87,1.05,2024-02-16,2023-12,170.1,2876659000,11.8196,12.6336,300474000000,102.9232,0.1003,0.161,1.3314,1.2084,0.004,0.0258,0.0155,0.0,2921803000000,0.0081,0.0881,8.9112,9.3875,14663000000,-0.0164,0.3798,5.0226,256993695900,0.8552,5.1863,19.8083,1.6549,1.0885,-0.0215,-0.1484,0.0846,0.0791,60231000000,0.161,-0.4049,1.5603,20.6312,0.1782,0.0169,0.0168,0.0243,0.1655,0.1661,0.5513,0.4684,489319695900,-187614000000,-0.1545,0.2411,0.0655,0.1911,0.0308,0.023,0.3453,-4.582,-0.1443,3.8795,0.2934,0.4051,1.6284,9.8748,37.7154,3.1509,2.0725,0.0238,0.1488,13.2218,0.0127,0.0119,0.0196,0.1535,0.1497,0.0665,0.069718844518377,0.2795,0.0662,-0.0161,-14349000.0,-0.0049,80.8703,236093000000,0.005,0.0571,0.0136,0.1215,FY2023.FQ4,4
88,1.15,2024-05-01,2024-03,200.3,2871668000,12.1517,12.4586,306737000000,105.3065,0.0295,0.0,1.3134,1.2192,0.001,0.0215,0.014,0.0952,3005818000000,0.0071,0.1018,8.9289,9.2143,19297000000,0.0954,0.4604,6.6248,408951100400,1.3332,8.1223,-13.6576,2.5744,1.6873,0.0173,0.0829,0.0822,0.0802,-154158000000,0.0,-0.3858,-3.6784,-52.9243,0.224,0.017,0.0168,0.0228,0.16,0.1609,0.5392,0.48,575195100400,-119976000000,0.0631,0.3202,0.0584,0.1144,0.0309,0.0258,0.259,6.6016,0.083,5.9368,0.4126,0.4033,1.8752,11.4241,-19.2096,3.6209,2.3732,0.0351,0.0928,14.3875,0.0126,0.0119,0.0197,0.1515,0.1487,0.0652,0.069718844518377,0.2821,0.0659,-0.0201,-4991000.0,-0.0017,83.2061,242363000000,0.0085,0.0925,0.015,0.1107,FY2024.FQ1,1
89,1.15,2024-08-02,2024-06,202.26,2845165000,12.1655,12.3659,316652000000,109.3827,0.072,-0.0763,1.2959,1.2567,-0.0027,-0.001,0.014,0.0,2989717000000,0.0064,0.0348,8.779,9.1036,25437000000,0.4059,0.6046,8.7868,438672072900,1.3853,8.1196,-42.4288,2.7022,1.7398,0.0627,0.2884,0.0821,0.0808,38469000000,-0.0763,1.0391,0.9144,13.2885,0.2255,0.0174,0.0169,0.0205,0.0158,0.0153,0.551,0.5122,575463072900,-89483000000,0.254,0.4314,0.0527,0.0444,0.0308,0.0278,0.1879,1.6974,0.3325,8.0952,0.557,0.4033,1.8173,10.6515,-55.6594,3.5448,2.2824,0.0368,0.0903,14.5317,0.0131,0.0119,0.0215,0.1595,0.1487,0.0692,0.069718844518377,0.231,0.0659,-0.0181,-26503000.0,-0.0092,87.0935,252127000000,0.0101,0.071,0.0147,0.0897,FY2024.FQ2,2
90,1.25,2024-10-30,2024-09,210.86,2815340000,12.1735,12.3186,324186000000,113.1183,-0.1507,0.0,1.3324,1.2911,-0.0052,0.0215,0.0225,0.0869,3021751000000,0.0048,0.0552,8.7375,9.0118,18945000000,0.0102,0.4441,6.6104,569539592400,1.7568,10.5915,-4.3966,3.4469,2.1928,0.052,0.0092,0.0821,0.0811,-74081000000,0.0,-2.6419,-1.7367,-25.8491,0.2403,0.0178,0.017,0.0224,0.0228,0.0216,0.5512,0.5406,593642592400,26535000000,-0.0192,0.3023,0.0536,0.0298,0.031,0.0291,0.286,2.1194,0.0146,5.9241,0.398,0.4053,1.8311,11.0397,-4.5827,3.5927,2.2856,0.0333,0.0728,14.8839,0.0128,0.0126,0.0215,0.1566,0.1525,0.0677,0.069718844518377,0.1725,0.0662,-0.0225,-29825000.0,-0.0104,90.628,259731000000,0.0062,0.0799,0.0192,0.0896,FY2024.FQ3,3
91,1.25,2025-02-14,2024-12,239.71,2797620000,11.6105,12.2283,324708000000,114.2372,-0.248,0.0838,1.3177,1.296,-0.0026,0.0022,0.0225,0.0,2990177000000,0.0069,0.0234,8.6732,8.965,19340000000,0.3189,0.4519,6.8041,591136490200,1.8205,10.1099,-14.0706,3.4891,2.2723,0.0571,0.5822,0.0861,0.0817,147758000000,0.0838,1.4531,3.453,51.9835,0.1939,0.018,0.0172,0.0201,0.0183,0.0171,0.5602,0.5462,670617490200,-15006000000,0.5047,0.3272,0.0443,-0.0291,0.0307,0.0302,0.2598,2.0079,0.534,6.1127,0.406,0.4093,2.0652,11.4692,-15.9625,3.9582,2.5778,0.0337,0.1085,15.0545,0.0142,0.0126,0.0233,0.1693,0.1545,0.0728,0.069718844518377,0.1665,0.0671,-0.0263,-17720000.0,-0.0062,91.524,260148000000,0.0041,0.0328,0.0188,0.0514,FY2024.FQ4,4
92,1.4,2025-05-01,2025-03,245.3,2779074000,12.4007,12.2283,331375000000,117.3299,-0.2423,0.0,1.3437,1.3048,0.0035,0.0277,0.0342,0.12,3086858000000,0.011,0.0269,8.7839,8.9201,20438000000,0.0591,0.4509,7.2364,663027852200,2.0008,11.1069,-4.7463,3.836,2.4846,0.0497,0.1418,0.0806,0.0817,-251839000000,0.0,-0.6336,-5.556,-89.1686,0.2045,0.0185,0.0173,0.0199,0.0351,0.0335,0.5431,0.5468,681706852200,46301000000,0.0912,0.323,0.0288,0.0082,0.0305,0.0306,0.2761,2.2955,0.0644,6.5177,0.4061,0.4093,2.0572,11.4198,-4.88,3.9441,2.5546,0.0331,0.0815,16.0489,0.0142,0.0128,0.0233,0.1714,0.156,0.0735,0.069718844518377,0.1641,0.0684,-0.0303,-18546000.0,-0.0066,94.4835,266850000000,0.0144,0.0653,0.02,0.0439,FY2025.FQ1,1
